cell_id,LST_Celsius,NDVI,NDBI,Elevation,lon,lat,road_length_m,distance_to_coast_m
3970,44.31761707323947,0.1282725978295729,0.0409403781885942,22.41148853907762,67.1874414660332,24.86888216897383,13703.499574095666,6174.987911387406
3971,44.48844869338033,0.1052961516901573,0.045265413436615,23.574703120684912,67.18737561862085,24.873395523408792,18585.2399350602,6662.519159969415
3972,45.33383661352112,0.1357247189842096,0.0378119057848262,24.06779895056613,67.18730975523547,24.877908874952432,14236.826363853495,7151.772326339788
3973,45.14122866904049,0.111880345889779,0.0440700629996045,25.24962032307054,67.18724387587456,24.882422223604355,19581.75130678679,7642.416715826408
3974,45.394860009023176,0.1295956019417583,0.0372412343511511,25.532284768211923,67.18717798053557,24.886935569364145,11857.81217418558,8134.200582019559
3975,45.3401595094298,0.1252122099798828,0.0407338339711521,25.61728565511528,67.18711206921591,24.891448912231404,16504.408104871636,8626.929057226156
3976,45.17297619016432,0.0885856330596607,0.0532034052329516,25.978323898936903,67.1870461419131,24.89596225220572,16016.639760004624,9120.449046400008
3977,45.26703322905631,0.1085988576673571,0.0448474103896874,28.778559602649008,67.18698019862454,24.90047558928669,14926.642172791637,9614.638664931586
3978,45.36133826685053,0.1306539110154402,0.0319746664877962,31.685879757308328,67.1869142393477,24.9049889234739,16156.51858730254,10109.399710474037
3979,45.591744958943735,0.1124660876303928,0.0366689614660461,33.73152233866519,67.18684826408003,24.90950225476694,16751.642394314564,10604.652203381633
3980,49.78835924365065,0.175878448157237,0.0687313883926444,31.31456953642383,67.18678227281897,24.91401558316544,2998.642672201033,11100.330364588619
3981,49.79271005111756,0.1852450403024302,0.0816381313058363,31.75220750551875,67.18671626556198,24.918528908668936,1348.2727308075457,11596.379609642323
3982,47.72287242285834,0.2611184380140038,0.0139993703809867,37.20333839150227,67.18665024230654,24.923042231277066,1848.7572642072016,12092.754272644002
3983,46.67727549552952,0.3199754488557291,-0.0319232083446725,40.011720904578034,67.18658420305002,24.9275555509894,3235.8363953887524,12589.41586197907
3984,46.71519609910372,0.3435958884470778,-0.0429360639577046,41.23207391064534,67.18651814778994,24.93206886780554,4800.445303868909,13086.331708803793
3985,47.1290505669281,0.2701382147049376,0.0041585903429198,43.1007869667265,67.18645207652372,24.936582181725075,4811.485640755463,13583.47390911008
3986,48.25768567875745,0.2283810289934944,0.0192938667955785,45.46997100648903,67.1863859892488,24.941095492747607,4000.2849157642254,14080.818487779694
3987,48.80958949380369,0.2240920479455645,0.0188096450983842,48.12080629573383,67.18631988596262,24.945608800872723,7962.805024919517,14578.344732232135
3988,48.32527887821697,0.1939037393863424,0.0341378446906297,49.22453767595916,67.18625376666266,24.950122106100025,8459.941921646885,15076.034656947686
3989,46.88805826584668,0.2482851294360141,-0.0117432557144923,52.86817429674573,67.18618763134631,24.95463540842909,8588.282089407523,15573.872569878396
3990,47.21191483247413,0.2044060408684299,0.0291420327016005,54.17400303573892,67.18612148001102,24.959148707859534,7946.281986185926,16071.84471888313
3991,48.56148447186431,0.1665028444104579,0.0600312419365979,54.19746276889133,67.18605531265428,24.963662004390937,9701.693962328698,16569.939001474453
3992,49.818205399553214,0.163932472156489,0.079252601657075,55.94373965802536,67.1859891292735,24.968175298022896,4668.736098897786,17068.144725101192
3993,49.789348433665616,0.183856854430242,0.067033737843642,58.00648902388512,67.18592292986611,24.97268858875501,11010.694768671008,17566.45240795762
3994,50.58610469174575,0.1568307419972122,0.0998083286861648,58.75620518477661,67.18585671442953,24.977201876586864,2208.3939105602485,18064.853612603736
3995,49.87651272120812,0.1542911731967731,0.0888954078955252,61.07433457454143,67.18579048296124,24.98171516151805,5537.578498697443,18563.340806228458
3996,48.706721910206966,0.1662733962824443,0.061953122180609,63.58236754966886,67.18572423545866,24.986228443548185,13116.99487097119,19061.90724275279
3997,49.51280307388249,0.2295676012029137,0.0269096876969807,66.30573951434877,67.18565797191924,24.99074172267684,10531.893382674694,19560.546862859374
3998,49.90421188366222,0.1889100641284443,0.0496287625608006,67.0825169035463,67.18559169234038,24.995254998903608,12290.95950544825,20059.254208881954
3999,49.90752803920312,0.1597634415729746,0.0695046681190909,69.89300978905283,67.18552539671956,24.999768272228103,7195.582233361726,20558.024352030345
4000,50.06080170732665,0.1464730606617693,0.0984375274621858,72.77057769198954,67.18545908505416,25.00428154264991,1262.4226030574173,21056.852829909636
4001,50.232474624707066,0.1370463412964747,0.0987984300127793,73.25534261684822,67.18539275734166,25.008794810168624,0.0,21555.73559269021
4002,50.6914190159184,0.1425036342912631,0.1124740757919357,75.14671814671821,67.18532641357949,25.01330807478384,167.85921018696664,22054.668956553433
4003,49.55478644093495,0.1446796739086633,0.0982046256470592,80.13761720904583,67.18526005376503,25.01782133649513,6906.378452307706,22553.649563294923
